Image,Label,Size,Format
Data/Man/face_177.jpg,0,"(44, 61)",jpg
Data/Man/face_178.jpg,0,"(604, 801)",jpg
Data/Man/face_179.jpg,0,"(1326, 1669)",jpg
Data/Man/face_180.jpg,0,"(159, 200)",jpg
Data/Man/face_181.jpg,0,"(158, 197)",jpg
Data/Man/face_182.jpg,0,"(35, 61)",jpg
Data/Man/face_183.jpg,0,"(116, 145)",jpg
Data/Man/face_184.jpg,0,"(60, 74)",jpg
Data/Man/face_185.jpg,0,"(536, 730)",jpg
Data/Man/face_186.jpg,0,"(145, 226)",jpg
Data/Man/face_187.jpg,0,"(94, 131)",jpg
Data/Man/face_188.jpg,0,"(634, 738)",jpg
Data/Man/face_189.jpg,0,"(357, 447)",jpg
Data/Man/face_190.jpg,0,"(387, 542)",jpg
Data/Man/face_191.jpg,0,"(55, 76)",jpg
Data/Man/face_192.jpg,0,"(173, 197)",jpg
Data/Man/face_193.jpg,0,"(108, 149)",jpg
Data/Man/face_194.jpg,0,"(200, 285)",jpg
Data/Man/face_195.jpg,0,"(160, 221)",jpg
Data/Man/face_196.jpg,0,"(314, 474)",jpg
Data/Man/face_198.jpg,0,"(397, 510)",jpg
Data/Man/face_200.jpg,0,"(322, 415)",jpg
Data/Man/face_201.jpg,0,"(119, 169)",jpg
Data/Man/face_202.jpg,0,"(148, 188)",jpg
Data/Man/face_204.jpg,0,"(323, 516)",jpg
Data/Man/face_205.jpg,0,"(137, 176)",jpg
Data/Man/face_206.jpg,0,"(1223, 1493)",jpg
Data/Man/face_207.jpg,0,"(122, 205)",jpg
Data/Man/face_209.jpg,0,"(207, 257)",jpg
Data/Man/face_212.jpg,0,"(346, 456)",jpg
Data/Man/face_213.jpg,0,"(822, 1207)",jpg
Data/Man/face_214.jpg,0,"(39, 57)",jpg
Data/Man/face_215.jpg,0,"(77, 111)",jpg
Data/Man/face_216.jpg,0,"(80, 120)",jpg
Data/Man/face_217.jpg,0,"(264, 395)",jpg
Data/Man/face_218.jpg,0,"(348, 522)",jpg
Data/Man/face_219.jpg,0,"(138, 183)",jpg
Data/Man/face_220.jpg,0,"(141, 198)",jpg
Data/Man/face_221.jpg,0,"(155, 197)",jpg
Data/Man/face_222.jpg,0,"(172, 234)",jpg
Data/Man/face_223.jpg,0,"(343, 421)",jpg
Data/Man/face_224.jpg,0,"(256, 352)",jpg
Data/Man/face_225.jpg,0,"(51, 77)",jpg
Data/Man/face_226.jpg,0,"(257, 393)",jpg
Data/Man/face_227.jpg,0,"(129, 186)",jpg
Data/Man/face_228.jpg,0,"(162, 207)",jpg
Data/Man/face_229.jpg,0,"(94, 124)",jpg
Data/Man/face_230.jpg,0,"(236, 307)",jpg
Data/Man/face_231.jpg,0,"(69, 89)",jpg
Data/Man/face_232.jpg,0,"(731, 1117)",jpg
Data/Man/face_233.jpg,0,"(154, 209)",jpg
Data/Man/face_234.jpg,0,"(186, 242)",jpg
Data/Man/face_235.jpg,0,"(67, 99)",jpg
Data/Man/face_236.jpg,0,"(63, 76)",jpg
Data/Man/face_237.jpg,0,"(235, 323)",jpg
Data/Man/face_239.jpg,0,"(162, 198)",jpg
Data/Man/face_240.jpg,0,"(253, 333)",jpg
Data/Man/face_242.jpg,0,"(171, 245)",jpg
Data/Man/face_243.jpg,0,"(83, 130)",jpg
Data/Man/face_244.jpg,0,"(429, 414)",jpg
Data/Man/face_245.jpg,0,"(260, 362)",jpg
Data/Man/face_246.jpg,0,"(193, 309)",jpg
Data/Man/face_248.jpg,0,"(363, 521)",jpg
Data/Man/face_249.jpg,0,"(144, 192)",jpg
Data/Man/face_250.jpg,0,"(150, 187)",jpg
Data/Man/face_251.jpg,0,"(148, 208)",jpg
Data/Man/face_252.jpg,0,"(499, 716)",jpg
Data/Man/face_253.jpg,0,"(164, 232)",jpg
Data/Man/face_254.jpg,0,"(112, 154)",jpg
Data/Man/face_255.jpg,0,"(275, 379)",jpg
Data/Man/face_256.jpg,0,"(128, 143)",jpg
Data/Man/face_257.jpg,0,"(131, 185)",jpg
Data/Man/face_258.jpg,0,"(210, 262)",jpg
Data/Man/face_260.jpg,0,"(131, 180)",jpg
Data/Man/face_261.jpg,0,"(93, 123)",jpg
Data/Man/face_262.jpg,0,"(67, 96)",jpg
Data/Man/face_263.jpg,0,"(164, 220)",jpg
Data/Man/face_264.jpg,0,"(631, 685)",jpg
Data/Man/face_265.jpg,0,"(90, 116)",jpg
Data/Man/face_266.jpg,0,"(218, 286)",jpg
Data/Man/face_267.jpg,0,"(180, 244)",jpg
Data/Man/face_268.jpg,0,"(120, 185)",jpg
Data/Man/face_269.jpg,0,"(151, 215)",jpg
Data/Man/face_270.jpg,0,"(158, 188)",jpg
Data/Man/face_271.jpg,0,"(205, 279)",jpg
Data/Man/face_272.jpg,0,"(175, 211)",jpg
Data/Man/face_273.jpg,0,"(39, 58)",jpg
Data/Man/face_274.jpg,0,"(143, 180)",jpg
Data/Man/face_275.jpg,0,"(185, 244)",jpg
Data/Man/face_276.jpg,0,"(183, 243)",jpg
Data/Man/face_278.jpg,0,"(391, 550)",jpg
Data/Man/face_279.jpg,0,"(191, 275)",jpg
Data/Man/face_280.jpg,0,"(749, 971)",jpg
Data/Man/face_281.jpg,0,"(76, 118)",jpg
Data/Man/face_282.jpg,0,"(116, 170)",jpg
Data/Man/face_283.jpg,0,"(273, 368)",jpg
Data/Man/face_284.jpg,0,"(55, 76)",jpg
Data/Man/face_285.jpg,0,"(54, 89)",jpg
Data/Man/face_286.jpg,0,"(96, 142)",jpg
Data/Man/face_287.jpg,0,"(138, 173)",jpg
Data/Man/face_288.jpg,0,"(622, 787)",jpg
Data/Man/face_289.jpg,0,"(231, 341)",jpg
Data/Man/face_290.jpg,0,"(213, 268)",jpg
Data/Man/face_291.jpg,0,"(576, 853)",jpg
Data/Man/face_292.jpg,0,"(122, 166)",jpg
Data/Man/face_293.jpg,0,"(1363, 1913)",jpg
Data/Man/face_297.jpg,0,"(242, 323)",jpg
Data/Man/face_298.jpg,0,"(92, 121)",jpg
Data/Man/face_299.jpg,0,"(145, 199)",jpg
Data/Man/face_300.jpg,0,"(109, 147)",jpg
Data/Man/face_301.jpg,0,"(164, 215)",jpg
Data/Man/face_302.jpg,0,"(229, 269)",jpg
Data/Man/face_303.jpg,0,"(278, 371)",jpg
Data/Man/face_304.jpg,0,"(220, 268)",jpg
Data/Man/face_305.jpg,0,"(204, 288)",jpg
Data/Man/face_306.jpg,0,"(183, 253)",jpg
Data/Man/face_307.jpg,0,"(325, 448)",jpg
Data/Man/face_308.jpg,0,"(84, 109)",jpg
Data/Man/face_309.jpg,0,"(168, 223)",jpg
Data/Man/face_310.jpg,0,"(289, 401)",jpg
Data/Man/face_311.jpg,0,"(361, 494)",jpg
Data/Man/face_313.jpg,0,"(296, 393)",jpg
Data/Man/face_316.jpg,0,"(258, 357)",jpg
Data/Man/face_317.jpg,0,"(270, 337)",jpg
Data/Man/face_318.jpg,0,"(258, 343)",jpg
Data/Man/face_319.jpg,0,"(260, 350)",jpg
Data/Man/face_320.jpg,0,"(184, 261)",jpg
Data/Man/face_321.jpg,0,"(139, 211)",jpg
Data/Man/face_322.jpg,0,"(114, 162)",jpg
Data/Man/face_323.jpg,0,"(273, 403)",jpg
Data/Man/face_325.jpg,0,"(67, 95)",jpg
Data/Man/face_327.jpg,0,"(439, 623)",jpg
Data/Man/face_332.jpg,0,"(91, 133)",jpg
Data/Man/face_333.jpg,0,"(91, 127)",jpg
Data/Man/face_334.jpg,0,"(117, 170)",jpg
Data/Man/face_335.jpg,0,"(175, 219)",jpg
Data/Man/face_336.jpg,0,"(172, 220)",jpg
Data/Man/face_337.jpg,0,"(98, 143)",jpg
Data/Man/face_338.jpg,0,"(156, 221)",jpg
Data/Man/face_339.jpg,0,"(548, 790)",jpg
Data/Man/face_341.jpg,0,"(315, 485)",jpg
Data/Man/face_344.jpg,0,"(1142, 1323)",jpg
Data/Man/face_345.jpg,0,"(80, 111)",jpg
Data/Man/face_346.jpg,0,"(90, 120)",jpg
Data/Man/face_347.jpg,0,"(107, 123)",jpg
Data/Man/face_348.jpg,0,"(202, 268)",jpg
Data/Man/face_349.jpg,0,"(174, 214)",jpg
Data/Man/face_350.jpg,0,"(120, 178)",jpg
Data/Man/face_351.jpg,0,"(112, 113)",jpg
Data/Man/face_352.jpg,0,"(138, 199)",jpg
Data/Man/face_353.jpg,0,"(50, 63)",jpg
Data/Man/face_354.jpg,0,"(354, 455)",jpg
Data/Man/face_355.jpg,0,"(396, 500)",jpg
Data/Man/face_356.jpg,0,"(69, 92)",jpg
Data/Man/face_358.jpg,0,"(147, 142)",jpg
Data/Man/face_359.jpg,0,"(449, 565)",jpg
Data/Man/face_361.jpg,0,"(289, 315)",jpg
Data/Man/face_363.jpg,0,"(121, 132)",jpg
Data/Man/face_364.jpg,0,"(394, 532)",jpg
Data/Man/face_366.jpg,0,"(134, 176)",jpg
Data/Man/face_367.jpg,0,"(211, 283)",jpg
Data/Man/face_368.jpg,0,"(154, 222)",jpg
Data/Man/face_370.jpg,0,"(83, 121)",jpg
Data/Man/face_371.jpg,0,"(102, 147)",jpg
Data/Man/face_372.jpg,0,"(407, 609)",jpg
Data/Man/face_373.jpg,0,"(73, 90)",jpg
Data/Man/face_374.jpg,0,"(911, 1208)",jpg
Data/Man/face_375.jpg,0,"(92, 125)",jpg
Data/Man/face_385.jpg,0,"(109, 146)",jpg
Data/Man/face_387.jpg,0,"(252, 336)",jpg
Data/Man/face_388.jpg,0,"(277, 403)",jpg
Data/Man/face_390.jpg,0,"(327, 453)",jpg
Data/Man/face_391.jpg,0,"(232, 315)",jpg
Data/Man/face_393.jpg,0,"(188, 276)",jpg
Data/Man/face_395.jpg,0,"(168, 244)",jpg
Data/Man/face_396.jpg,0,"(926, 1086)",jpg
Data/Man/face_403.jpg,0,"(137, 169)",jpg
Data/Man/face_405.jpg,0,"(114, 164)",jpg
Data/Man/face_408.jpg,0,"(542, 600)",jpg
Data/Man/face_414.jpg,0,"(284, 413)",jpg
Data/Man/face_415.jpg,0,"(230, 288)",jpg
Data/Man/face_417.jpg,0,"(113, 164)",jpg
Data/Man/face_419.jpg,0,"(354, 506)",jpg
Data/Man/face_421.jpg,0,"(353, 446)",jpg
Data/Man/face_423.jpg,0,"(276, 391)",jpg
Data/Man/face_425.jpg,0,"(181, 242)",jpg
Data/Man/face_426.jpg,0,"(176, 247)",jpg
Data/Man/face_427.jpg,0,"(291, 401)",jpg
Data/Man/face_428.jpg,0,"(138, 198)",jpg
Data/Man/face_429.jpg,0,"(178, 254)",jpg
Data/Man/face_431.jpg,0,"(156, 223)",jpg
Data/Man/face_432.jpg,0,"(218, 323)",jpg
Data/Man/face_433.jpg,0,"(139, 183)",jpg
Data/Man/face_434.jpg,0,"(272, 366)",jpg
Data/Man/face_435.jpg,0,"(235, 292)",jpg
Data/Man/face_437.jpg,0,"(266, 357)",jpg
Data/Man/face_439.jpg,0,"(145, 191)",jpg
Data/Man/face_440.jpg,0,"(686, 981)",jpg
Data/Man/face_441.jpg,0,"(212, 296)",jpg
Data/Man/face_443.jpg,0,"(196, 266)",jpg
Data/Man/face_444.jpg,0,"(191, 262)",jpg
Data/Man/face_445.jpg,0,"(522, 666)",jpg
Data/Man/face_447.jpg,0,"(300, 407)",jpg
Data/Man/face_448.jpg,0,"(217, 290)",jpg
Data/Man/face_449.jpg,0,"(152, 215)",jpg
Data/Man/face_450.jpg,0,"(401, 520)",jpg
Data/Man/face_451.jpg,0,"(241, 297)",jpg
Data/Man/face_452.jpg,0,"(222, 276)",jpg
Data/Man/face_453.jpg,0,"(891, 1176)",jpg
Data/Man/face_454.jpg,0,"(188, 213)",jpg
Data/Man/face_455.jpg,0,"(237, 308)",jpg
Data/Man/face_458.jpg,0,"(357, 420)",jpg
Data/Man/face_459.jpg,0,"(205, 292)",jpg
Data/Man/face_461.jpg,0,"(129, 172)",jpg
Data/Man/face_462.jpg,0,"(209, 276)",jpg
Data/Man/face_463.jpg,0,"(136, 206)",jpg
Data/Man/face_464.jpg,0,"(133, 179)",jpg
Data/Man/face_465.jpg,0,"(287, 394)",jpg
Data/Man/face_466.jpg,0,"(91, 130)",jpg
Data/Man/face_467.jpg,0,"(323, 438)",jpg
Data/Man/face_469.jpg,0,"(405, 543)",jpg
Data/Man/face_470.jpg,0,"(126, 173)",jpg
Data/Man/face_472.jpg,0,"(209, 296)",jpg
Data/Man/face_477.jpg,0,"(249, 353)",jpg
Data/Man/face_479.jpg,0,"(120, 151)",jpg
Data/Man/face_480.jpg,0,"(132, 177)",jpg
Data/Man/face_481.jpg,0,"(87, 125)",jpg
Data/Man/face_482.jpg,0,"(676, 891)",jpg
Data/Man/face_484.jpg,0,"(266, 343)",jpg
Data/Man/face_485.jpg,0,"(73, 101)",jpg
Data/Man/face_486.jpg,0,"(134, 230)",jpg
Data/Man/face_487.jpg,0,"(160, 210)",jpg
Data/Man/face_488.jpg,0,"(160, 221)",jpg
Data/Man/face_491.jpg,0,"(373, 585)",jpg
Data/Man/face_492.jpg,0,"(257, 328)",jpg
Data/Man/face_493.jpg,0,"(123, 167)",jpg
Data/Man/face_494.jpg,0,"(565, 703)",jpg
Data/Man/face_496.jpg,0,"(303, 376)",jpg
Data/Man/face_497.jpg,0,"(149, 202)",jpg
Data/Man/face_498.jpg,0,"(251, 356)",jpg
Data/Man/face_500.jpg,0,"(95, 127)",jpg
Data/Man/face_501.jpg,0,"(94, 137)",jpg
Data/Man/face_502.jpg,0,"(141, 201)",jpg
Data/Man/face_503.jpg,0,"(281, 381)",jpg
Data/Man/face_504.jpg,0,"(158, 222)",jpg
Data/Man/face_505.jpg,0,"(370, 412)",jpg
Data/Man/face_506.jpg,0,"(283, 308)",jpg
Data/Man/face_507.jpg,0,"(380, 545)",jpg
Data/Man/face_508.jpg,0,"(245, 334)",jpg
Data/Man/face_509.jpg,0,"(80, 103)",jpg
Data/Man/face_510.jpg,0,"(128, 169)",jpg
Data/Man/face_511.jpg,0,"(200, 268)",jpg
Data/Man/face_512.jpg,0,"(176, 234)",jpg
Data/Man/face_514.jpg,0,"(244, 310)",jpg
Data/Man/face_515.jpg,0,"(178, 231)",jpg
Data/Man/face_516.jpg,0,"(266, 333)",jpg
Data/Man/face_517.jpg,0,"(84, 122)",jpg
Data/Man/face_518.jpg,0,"(75, 102)",jpg
Data/Man/face_519.jpg,0,"(208, 308)",jpg
Data/Man/face_520.jpg,0,"(209, 291)",jpg
Data/Man/face_521.jpg,0,"(145, 186)",jpg
Data/Man/face_522.jpg,0,"(383, 535)",jpg
Data/Man/face_523.jpg,0,"(576, 807)",jpg
Data/Man/face_524.jpg,0,"(114, 160)",jpg
Data/Man/face_525.jpg,0,"(205, 300)",jpg
Data/Man/face_526.jpg,0,"(263, 338)",jpg
Data/Man/face_528.jpg,0,"(661, 954)",jpg
Data/Man/face_529.jpg,0,"(287, 400)",jpg
Data/Man/face_531.jpg,0,"(173, 209)",jpg
Data/Man/face_532.jpg,0,"(148, 198)",jpg
Data/Man/face_533.jpg,0,"(101, 134)",jpg
Data/Man/face_534.jpg,0,"(295, 403)",jpg
Data/Man/face_536.jpg,0,"(123, 176)",jpg
Data/Man/face_538.jpg,0,"(305, 398)",jpg
Data/Man/face_539.jpg,0,"(189, 249)",jpg
Data/Man/face_540.jpg,0,"(235, 322)",jpg
Data/Man/face_541.jpg,0,"(151, 219)",jpg
Data/Man/face_542.jpg,0,"(153, 220)",jpg
Data/Man/face_543.jpg,0,"(337, 500)",jpg
Data/Man/face_544.jpg,0,"(310, 372)",jpg
Data/Man/face_545.jpg,0,"(78, 105)",jpg
Data/Man/face_546.jpg,0,"(128, 175)",jpg
Data/Man/face_547.jpg,0,"(187, 211)",jpg
Data/Man/face_549.jpg,0,"(100, 142)",jpg
Data/Man/face_550.jpg,0,"(173, 244)",jpg
Data/Man/face_551.jpg,0,"(82, 104)",jpg
Data/Man/face_552.jpg,0,"(242, 315)",jpg
Data/Man/face_554.jpg,0,"(166, 242)",jpg
Data/Man/face_555.jpg,0,"(240, 327)",jpg
Data/Man/face_556.jpg,0,"(41, 57)",jpg
Data/Man/face_557.jpg,0,"(220, 307)",jpg
Data/Man/face_559.jpg,0,"(134, 199)",jpg
Data/Man/face_560.jpg,0,"(423, 536)",jpg
Data/Man/face_562.jpg,0,"(392, 549)",jpg
Data/Man/face_563.jpg,0,"(301, 385)",jpg
Data/Man/face_564.jpg,0,"(208, 263)",jpg
Data/Man/face_566.jpg,0,"(238, 297)",jpg
Data/Man/face_568.jpg,0,"(285, 445)",jpg
Data/Man/face_569.jpg,0,"(226, 286)",jpg
Data/Man/face_570.jpg,0,"(171, 220)",jpg
Data/Man/face_571.jpg,0,"(106, 146)",jpg
Data/Man/face_572.jpg,0,"(269, 397)",jpg
Data/Man/face_573.jpg,0,"(203, 283)",jpg
Data/Man/face_574.jpg,0,"(346, 546)",jpg
Data/Man/face_575.jpg,0,"(221, 315)",jpg
Data/Man/face_576.jpg,0,"(217, 243)",jpg
Data/Man/face_578.jpg,0,"(545, 677)",jpg
Data/Man/face_579.jpg,0,"(351, 469)",jpg
Data/Man/face_580.jpg,0,"(132, 166)",jpg
Data/Man/face_581.jpg,0,"(100, 132)",jpg
Data/Man/face_582.jpg,0,"(180, 260)",jpg
Data/Man/face_588.jpg,0,"(2095, 2860)",jpg
Data/Man/face_590.jpg,0,"(156, 221)",jpg
Data/Man/face_591.jpg,0,"(137, 190)",jpg
Data/Man/face_592.jpg,0,"(1313, 1639)",jpg
Data/Man/face_593.jpg,0,"(319, 437)",jpg
Data/Man/face_594.jpg,0,"(117, 161)",jpg
Data/Man/face_595.jpg,0,"(125, 169)",jpg
Data/Man/face_596.jpg,0,"(108, 143)",jpg
Data/Man/face_597.jpg,0,"(367, 470)",jpg
Data/Man/face_598.jpg,0,"(1013, 1229)",jpg
Data/Man/face_599.jpg,0,"(173, 233)",jpg
Data/Man/face_601.jpg,0,"(440, 632)",jpg
Data/Man/face_603.jpg,0,"(290, 384)",jpg
Data/Man/face_604.jpg,0,"(230, 294)",jpg
Data/Man/face_606.jpg,0,"(209, 288)",jpg
Data/Man/face_607.jpg,0,"(255, 350)",jpg
Data/Man/face_612.jpg,0,"(189, 221)",jpg
Data/Man/face_613.jpg,0,"(283, 408)",jpg
Data/Man/face_614.jpg,0,"(92, 116)",jpg
Data/Man/face_615.jpg,0,"(148, 191)",jpg
Data/Man/face_616.jpg,0,"(60, 77)",jpg
Data/Man/face_617.jpg,0,"(352, 456)",jpg
Data/Man/face_618.jpg,0,"(248, 306)",jpg
Data/Man/face_620.jpg,0,"(433, 583)",jpg
